ТИК;УИК;Число избирателей, внесенных в список;Число бюллетеней, полученных УИК;Число бюллетеней, выданных в помещении для голосования;Число бюллетеней, выданных вне помещения для голосования;Число погашенных бюллетеней;Число бюллетеней, содержащихся в переносных ящиках;Число бюллетеней, содержащихся в стационарных ящиках;Число недействительных бюллетеней;Число действительных бюллетеней;Число открепительных удостоверений, полученных УИК;Число открепительных удостоверений, выданных УИК до дня голосования;Число избирателей, проголосовавших по открепительным удостоверениям;Число неиспользованных открепительных удостоверений;Число открепительных удостоверений, выданных ТИК избирателям;Число утраченных открепительных удостоверений;Число утраченных бюллетеней;Число бюллетеней, не учтенных при получении;ТИК;УИК
Красносельский район;58;1736;1600;487;37;1076;37;486;5;518;0;0;2;0;1;0;0;0;Красносельский район;58
Мещанский район;59;2182;1800;680;51;1069;51;679;8;722;0;0;0;0;3;0;0;0;Мещанский район;59
Мещанский район;60;1936;1600;628;36;936;36;628;8;656;0;0;1;0;1;0;0;0;Мещанский район;60
Мещанский район;61;2451;2000;907;25;1068;25;907;12;920;0;0;0;0;5;0;0;0;Мещанский район;61
Мещанский район;62;1872;1500;655;50;795;50;654;10;694;0;0;0;0;1;0;0;0;Мещанский район;62
Мещанский район;63;2492;2100;817;33;1250;33;816;6;843;0;0;3;0;7;0;0;0;Мещанский район;63
Мещанский район;64;2364;2000;812;58;1130;58;809;6;861;0;0;1;0;3;0;0;0;Мещанский район;64
Мещанский район;65;2664;2200;939;37;1224;24;938;15;947;0;0;1;0;2;0;0;0;Мещанский район;65
Мещанский район;66;2518;2100;980;48;1072;48;977;6;1019;0;0;1;0;0;0;0;0;Мещанский район;66
Мещанский район;67;2594;2200;882;150;1168;149;882;13;1018;0;0;1;0;2;0;0;0;Мещанский район;67
Мещанский район;68;2725;2300;823;55;1422;55;823;8;870;0;0;0;0;3;0;0;0;Мещанский район;68
Мещанский район;69;2380;2000;817;58;1125;58;816;15;859;0;0;0;0;0;0;0;0;Мещанский район;69
Мещанский район;70;2087;1800;714;53;1033;53;712;8;757;0;0;0;0;0;0;0;0;Мещанский район;70
Мещанский район;71;2585;2200;915;48;1237;48;908;14;942;0;0;0;0;0;0;0;0;Мещанский район;71
Мещанский район;72;2513;2100;856;55;1189;55;853;9;899;0;0;0;0;2;0;0;0;Мещанский район;72
Мещанский район;3613;47;100;22;0;78;0;22;0;22;0;0;0;0;0;0;0;0;Мещанский район;3613
Мещанский район;3614;426;450;425;0;24;0;425;10;415;0;0;0;0;0;0;1;0;Мещанский район;3614
Пресненский район;73;2698;2600;786;38;1776;38;786;3;821;0;0;3;0;0;0;0;0;Пресненский район;73
Пресненский район;74;2621;2600;860;49;1691;49;860;10;899;0;0;0;0;0;0;0;0;Пресненский район;74
Пресненский район;75;2753;2650;941;29;1680;29;938;7;960;0;0;0;0;1;0;0;0;Пресненский район;75
Пресненский район;76;1078;950;662;0;288;0;662;14;648;0;0;0;0;1;0;0;0;Пресненский район;76
Пресненский район;77;2680;2600;851;46;1703;46;848;5;889;0;0;0;0;0;0;0;0;Пресненский район;77
Пресненский район;78;2387;2300;803;43;1454;43;802;8;837;0;0;0;0;0;0;0;0;Пресненский район;78
Пресненский район;79;2539;2500;840;23;1637;23;838;10;851;0;0;0;0;0;0;0;0;Пресненский район;79
Пресненский район;80;1931;1900;662;24;1214;24;662;7;679;0;0;0;0;0;0;0;0;Пресненский район;80
Пресненский район;81;2584;2500;923;35;1542;35;923;9;949;1;0;2;1;0;0;0;0;Пресненский район;81
Пресненский район;82;2716;2650;889;40;1721;40;887;7;920;1;1;1;0;1;0;0;0;Пресненский район;82
Пресненский район;83;2284;2200;812;21;1367;21;812;3;830;0;0;0;0;0;0;0;0;Пресненский район;83
Пресненский район;84;2061;2000;607;31;1362;31;607;3;635;0;0;0;0;1;0;0;0;Пресненский район;84
Пресненский район;85;2244;2200;672;34;1494;34;672;4;702;0;0;0;0;1;0;0;0;Пресненский район;85
Пресненский район;86;2647;2600;740;33;1827;33;740;5;768;1;1;1;0;0;0;0;0;Пресненский район;86
Пресненский район;87;2828;2800;836;47;1917;47;836;5;878;0;0;0;0;0;0;0;0;Пресненский район;87
Пресненский район;88;2432;2400;677;49;1674;49;677;4;722;1;0;2;1;0;0;0;0;Пресненский район;88
Пресненский район;89;2137;2100;584;32;1484;32;584;7;609;1;1;0;0;0;0;0;0;Пресненский район;89
Пресненский район;90;1698;1650;565;16;1069;16;565;3;578;0;0;0;0;0;0;0;0;Пресненский район;90
Пресненский район;91;2490;2450;735;25;1690;25;735;9;751;0;0;0;0;0;0;0;0;Пресненский район;91
Пресненский район;92;2451;2400;758;19;1623;19;757;6;770;0;0;2;0;1;0;0;0;Пресненский район;92
Пресненский район;93;2204;2150;564;11;1575;11;563;6;568;2;2;4;0;1;0;0;0;Пресненский район;93
Пресненский район;94;2439;2400;623;6;1771;6;622;6;622;0;0;0;0;1;0;0;0;Пресненский район;94
Пресненский район;95;2509;2400;689;31;1680;31;689;10;710;1;1;0;0;1;0;0;0;Пресненский район;95
Пресненский район;96;2716;2650;728;44;1878;44;727;4;767;0;0;0;0;0;0;0;0;Пресненский район;96
Пресненский район;97;2415;2300;615;34;1651;34;615;9;640;0;0;1;0;0;0;0;0;Пресненский район;97
Пресненский район;98;2217;2200;542;22;1636;22;542;12;552;0;0;0;0;0;0;0;0;Пресненский район;98
Пресненский район;99;2434;2400;624;34;1742;34;624;6;652;0;0;0;0;0;0;0;0;Пресненский район;99
Пресненский район;100;2687;2650;765;34;1851;34;765;9;790;0;0;0;0;0;0;0;0;Пресненский район;100
Пресненский район;101;2450;2400;632;47;1721;47;630;9;668;0;0;1;0;0;0;0;0;Пресненский район;101
Пресненский район;102;2458;2400;597;36;1767;36;596;7;625;0;0;0;0;0;0;0;0;Пресненский район;102
Пресненский район;103;2865;2800;778;45;1977;45;776;10;811;0;0;0;0;0;0;0;0;Пресненский район;103
Пресненский район;104;2539;2500;660;52;1788;52;658;9;701;0;0;0;0;0;0;0;0;Пресненский район;104
Пресненский район;3616;110;150;94;0;56;0;94;5;89;0;0;0;0;0;0;0;0;Пресненский район;3616
Пресненский район;3617;54;70;53;0;17;0;53;3;50;0;0;0;0;0;0;0;0;Пресненский район;3617
Таганский район;105;1924;1500;815;25;660;25;812;11;826;0;0;0;0;0;0;0;0;Таганский район;105
Таганский район;106;1455;1000;497;11;492;11;497;5;503;0;0;0;0;0;0;0;0;Таганский район;106
Таганский район;107;1369;1000;416;18;566;18;414;1;431;0;0;0;0;0;0;0;0;Таганский район;107
Таганский район;108;2417;2000;694;22;1284;22;693;5;710;0;0;0;0;0;0;0;0;Таганский район;108
Таганский район;109;1351;1000;403;14;583;14;403;3;414;0;0;0;0;0;0;0;0;Таганский район;109
Таганский район;110;2356;2000;831;32;1137;32;828;7;853;0;0;0;0;0;0;0;0;Таганский район;110
Таганский район;111;2335;2000;814;41;1145;41;812;5;848;1;1;0;0;1;0;0;0;Таганский район;111
Таганский район;112;2434;2000;843;52;1105;52;843;2;893;0;0;0;0;0;0;0;0;Таганский район;112
Таганский район;113;2673;2000;842;57;1101;57;839;4;892;0;0;0;0;2;0;0;0;Таганский район;113
Таганский район;114;2607;2000;848;22;1130;22;848;11;859;0;0;2;0;0;0;0;0;Таганский район;114
Таганский район;115;2328;2000;790;15;1195;15;790;7;798;0;0;0;0;0;0;0;0;Таганский район;115
Таганский район;116;2353;2000;799;23;1178;23;797;7;813;0;0;0;0;0;0;0;0;Таганский район;116
Таганский район;117;2275;1800;766;32;1002;32;766;9;789;0;0;0;0;0;0;0;0;Таганский район;117
Таганский район;118;2549;2000;761;31;1208;26;759;11;774;0;0;0;0;0;0;0;0;Таганский район;118
Таганский район;119;2630;2000;880;32;1088;32;880;13;899;1;1;0;0;0;0;0;0;Таганский район;119
Таганский район;120;2779;2000;860;34;1106;34;860;10;884;0;0;0;0;0;0;0;0;Таганский район;120
Таганский район;121;2754;2000;908;15;1077;15;907;13;909;0;0;0;0;0;0;0;0;Таганский район;121
Таганский район;122;2432;2000;841;23;1136;23;840;8;855;0;0;1;0;0;0;0;0;Таганский район;122
Таганский район;123;2589;2000;700;25;1275;25;699;8;716;0;0;0;0;1;0;0;0;Таганский район;123
Таганский район;124;2098;1600;628;42;930;42;628;4;666;0;0;0;0;0;0;0;0;Таганский район;124
Таганский район;125;2384;2000;723;40;1237;40;722;8;754;0;0;1;0;0;0;0;0;Таганский район;125
Таганский район;126;2397;2000;641;37;1322;37;640;11;666;0;0;0;0;0;0;0;0;Таганский район;126
Таганский район;127;2643;2000;798;32;1170;32;797;10;819;0;0;0;0;0;0;0;0;Таганский район;127
Таганский район;128;1931;1400;496;16;888;16;496;4;508;0;0;0;0;0;0;0;0;Таганский район;128
Таганский район;129;2116;1600;633;26;941;26;633;6;653;0;0;0;0;0;0;0;0;Таганский район;129
Таганский район;130;1838;1400;547;31;822;31;547;7;571;0;0;0;0;0;0;0;0;Таганский район;130
Таганский район;131;2204;1600;624;32;944;32;622;3;651;0;0;0;0;0;0;0;0;Таганский район;131
Таганский район;132;2250;1800;612;36;1152;36;611;5;642;0;0;0;0;0;0;0;0;Таганский район;132
Таганский район;133;2470;2000;678;40;1282;40;677;8;709;0;0;0;0;0;0;0;0;Таганский район;133
Таганский район;134;2479;2000;724;47;1229;47;724;11;760;0;0;1;0;0;0;0;0;Таганский район;134
Таганский район;135;2025;1600;551;50;999;50;551;10;591;0;0;0;0;0;0;0;0;Таганский район;135
Таганский район;136;1548;1200;422;24;754;24;422;1;445;0;0;0;0;1;0;0;0;Таганский район;136
Таганский район;3618;51;60;49;0;11;0;49;3;46;0;0;0;0;0;0;0;0;Таганский район;3618
Таганский район;3619;277;300;277;0;23;0;276;8;268;0;0;0;0;0;0;0;0;Таганский район;3619
Таганский район;3620;540;600;540;0;60;0;540;4;536;0;0;0;0;0;0;0;0;Таганский район;3620
Таганский район;3621;57;100;53;0;47;0;53;1;52;0;0;0;0;0;0;0;0;Таганский район;3621
Тверской район;137;2470;2000;753;57;1190;57;753;11;799;0;0;0;0;1;0;0;0;Тверской район;137
Тверской район;138;2408;1900;776;60;1064;60;775;6;829;0;0;0;0;1;0;0;0;Тверской район;138
Тверской район;139;2729;2200;885;69;1246;69;885;14;940;0;0;0;0;1;0;0;0;Тверской район;139
Тверской район;140;2733;2200;971;43;1186;43;970;5;1008;1;1;1;0;0;0;0;0;Тверской район;140
Тверской район;141;1999;1650;670;42;938;42;669;5;706;0;0;0;0;0;0;0;0;Тверской район;141
Тверской район;142;2922;2350;1045;27;1278;27;1045;10;1062;0;0;0;0;2;0;0;0;Тверской район;142
Тверской район;143;2894;2350;905;42;1403;42;905;12;935;0;0;1;0;1;0;0;0;Тверской район;143
Тверской район;144;2051;1700;681;39;980;39;681;8;712;0;0;1;0;0;0;0;0;Тверской район;144
Тверской район;145;1413;1100;453;27;620;27;450;7;470;0;0;1;0;0;0;0;0;Тверской район;145
Тверской район;146;2146;1700;660;19;1021;19;660;8;671;2;2;1;0;0;0;0;0;Тверской район;146
Тверской район;147;2821;2300;908;31;1361;31;908;4;935;0;0;1;0;1;0;0;0;Тверской район;147
Тверской район;148;2810;2300;847;51;1402;51;847;21;877;0;0;0;0;0;0;0;0;Тверской район;148
Тверской район;149;2560;2000;820;31;1149;31;816;5;842;0;0;0;0;0;0;0;0;Тверской район;149
Тверской район;150;2564;2000;777;39;1184;39;777;11;805;0;0;1;0;0;0;0;0;Тверской район;150
Тверской район;151;2670;2200;952;68;1180;68;943;6;1005;0;0;0;0;0;0;0;0;Тверской район;151
Тверской район;152;1777;1450;645;28;777;28;645;9;664;1;1;0;0;0;0;0;0;Тверской район;152
Тверской район;153;2618;2100;870;45;1186;45;869;4;910;0;0;0;0;1;0;0;1;Тверской район;153
Тверской район;154;1913;1500;632;44;824;44;632;11;665;0;0;0;0;0;0;0;0;Тверской район;154
Тверской район;155;1979;1700;624;13;1063;13;623;3;633;0;0;2;0;1;0;0;0;Тверской район;155
Тверской район;3622;491;600;491;0;109;0;491;7;484;0;0;1;0;0;0;0;0;Тверской район;3622
Тверской район;3623;0;50;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;Тверской район;3623
Тверской район;3624;139;200;138;0;62;0;138;4;134;0;0;0;0;0;0;0;0;Тверской район;3624
Тверской район;3625;56;150;0;32;118;32;0;0;32;0;0;0;0;0;0;0;0;Тверской район;3625
Тверской район;3626;114;600;61;47;492;47;61;4;104;0;0;0;0;0;0;0;0;Тверской район;3626
район Хамовники;156;2555;1760;796;17;947;17;796;6;807;0;0;0;0;1;0;0;0;район Хамовники;156
район Хамовники;157;2498;1720;974;52;694;52;973;12;1013;0;0;3;0;3;0;0;0;район Хамовники;157
район Хамовники;158;2065;1440;798;19;623;19;797;3;813;0;0;0;0;0;0;0;0;район Хамовники;158
район Хамовники;159;2562;1770;902;23;845;23;900;11;912;0;0;2;0;1;0;0;0;район Хамовники;159
район Хамовники;160;1880;1280;812;0;468;0;812;13;799;0;0;0;0;2;0;0;0;район Хамовники;160
район Хамовники;161;1634;1130;553;26;551;26;553;7;572;0;0;0;0;0;0;0;0;район Хамовники;161
район Хамовники;162;2441;1690;830;19;841;19;830;13;836;0;0;0;0;1;0;0;0;район Хамовники;162
район Хамовники;163;2261;1570;844;31;695;31;844;9;866;0;0;0;0;0;0;0;0;район Хамовники;163
район Хамовники;164;1704;1170;541;18;611;18;540;4;554;0;0;0;0;1;0;0;0;район Хамовники;164
район Хамовники;165;2548;1750;854;46;850;46;853;6;893;0;0;0;0;1;0;0;0;район Хамовники;165
район Хамовники;166;1908;1330;571;56;703;56;571;3;624;0;0;0;0;0;0;0;0;район Хамовники;166
район Хамовники;167;1950;1310;743;21;546;21;742;13;750;0;0;0;0;1;0;0;0;район Хамовники;167
район Хамовники;168;1757;1200;943;7;250;7;941;18;930;0;0;2;0;13;0;0;0;район Хамовники;168
район Хамовники;169;2572;1790;876;37;877;37;874;4;907;0;0;0;0;1;0;0;0;район Хамовники;169
район Хамовники;170;1770;1210;599;42;569;42;599;9;632;0;0;2;0;2;0;0;0;район Хамовники;170
район Хамовники;171;1887;1310;758;31;521;31;757;6;782;0;0;1;0;0;0;0;0;район Хамовники;171
район Хамовники;172;2021;1410;805;29;576;29;802;7;824;0;0;0;0;1;0;0;0;район Хамовники;172
район Хамовники;173;2187;1520;764;29;727;29;763;6;786;0;0;0;0;1;0;0;0;район Хамовники;173
